,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Number of Cores,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Expandable Memory,RAM Frequency,Cache,OS Architecture,Supported Operating System,System Architecture,RJ45,Multi Card Slot,Refresh Rate,Ethernet,Wireless WAN,Finger Print Sensor,Laptop Bag,Inbuilt 4G LTE,Memory Slots,Expandable SSD Capacity,NFC Support,Face Recognition,Lock Port,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Hardware Interface,Security Chip,Chipset,Antivirus,RPM,Sound Chip,Brightness,EMMC Storage Capacity,International Warranty,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Other Accessories,Color Gamut,Recovery Options,Certification,HDD Capacity,Optane Memory,Cloud Storage,UFS Storage Capacity,id,rating,price
0,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B13VE-1802IN,9S7-16R831-1802,Thin 15 B13VE-1802IN,Thin 15,Cosmos Gray,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,1 TB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 4050,,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Yes,Yes,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Blue Backlit Gaming Keyboard,,,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,1.5 GHz upto Max turbo frequency at 4.60 Ghz,1x HDMI (4K @ 30Hz),13th Gen,,,,,,,,,144 Hz,,,,,,,,,No,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,258.0,4.8,"₹77,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",K3605ZU-RP304WS,90NB11X1-M00JJ0,K3605ZU-RP304WS,"Vivobook 16X for Creator,",Indie Black,Gaming Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,NVIDIA GeForce RTX 4050,,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 supports display / power delivery",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Yes,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,358.6 x 249.1 x 18.9 mm,1.80 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard with Num-key,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 4.5 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,259.0,4.7,"₹72,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,NaN,"₹45,990"
0,1 Unit Laptop,15W_LAP02,15W_LAP02,AXL Vayu Book,,Dark Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",5-8 hour,,No,Intel,Celeron Dual Core,Yes,256 GB,4 GB,DDR4,,NA,,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920*1080 pixel,,,,,,yes,,,Not Available,,,,,,,1 Year,On site,Manufacturing defects,Physical damage,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,3.6,"₹16,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa0444TX / 15-fa0333TX,A03H0PA#ACJ / A03GZPA#ACJ,15-fa0444TX,Victus,Performance Blue,Gaming Laptop,Gaming,Upto 8 Hours and 15 Minutes,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,NVIDIA GeForce RTX 3050,,SSD,Windows 11 Pro,,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,,,,,v5.3,,2.26 kg,Not Available,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,1 Year,,,,12th Gen,,,,,Windows 11,,,,,,,,,,,,,,,,DDR4,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,262.0,4.3,"₹68,990"
0,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop | Inspiron 3520,D560915WIN9S | IN3520GHPWW0010RS1,Inspiron 3520,Inspiron 3520,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,Standard Keyboard,,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,3 Cell,0.9 GHz upto max turbo frequency at 4.4 Ghz,1 x HDMI 1.4,12th Gen,,,,64 bit,Windows 11 Home,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,4.2,"₹35,790"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency 4.1 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,4.2,"₹33,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,1x HDMI 1.4b,,,,8,64 bit,Windows 11 Home,,,1 x card reader,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,4.2,"₹37,999"
0,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1693IN,9S7-16R831-1693,Thin 15 B12UCX-1693IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,,120W,No,Intel,Core i7,Yes,1 TB,16 GB,DDR4,12650H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,Yes,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Blue Backlit Gaming Keyboard,,,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,3 cell,1.7 GHz upto Max Turbo Frequency4.7 GHz,1x HDMI (4K @ 30Hz),12th Gen,,,,,,,,,144 Hz,,,No,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,266.0,4.1,"₹62,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FFIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,65 W,Yes,Intel,Core i3,Yes,512 GB,16 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,,11ac 2x2,v5.1,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",,,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,0.9 GHz upto Max Turbo Frequency 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,4.3,"₹39,490"
0,"Laptop, battery, power adapter, user guide",Modern 14 C12M-670IN,9S7-14J111-670,Modern 14 C12M-670IN,Modern 14,Urban Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment",,,No,Intel,Core i7,Yes,512 GB,8 GB,DDR4,1255U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",2 x 2W,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@720p),Single Backlit Keyboard (White),Yes,,,,1 Year Carry-in warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",,3 Cell,Base frequency 1.2 GHz upto Max Turbo Frequency 4.7 GHz,1 x HDMI (4K @ 30Hz),12th Gen,,,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,4.2,"₹63,266"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A325-42,UN.34QSI.004,A325-42,Aspire 3 Backlit,Silver,Thin and Light Laptop,Everyday Use,,,No,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR4,7730U,AMD Radeon AMD,,SSD,Windows 11 Home,,"3 x USB ports, 2 x Type-C port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in front facing stereo speakers,Yes,,Wifi 6,v5.1,360.8 x 253.33 x 19.3 mm,1.79 Kg,Not Available,Full HD camera,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,,,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,Up to 4.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,4,"₹41,290"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5002TU,6P132PA#ACJ,15s-fy5002TU,Backlit,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Integrated,10,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,,,41 Wh Li-ion Battery,1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3 Cell,3.30GHz Upto 4.40GHz,1 x HDMI 1.4b,12th Gen,16 GB,,12 MB,64 bit,Windows 11 Home,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,4.2,"₹49,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL7,82V6009LIN|82V6009TIN,14IGL7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,,45 W,Yes,Intel,Celeron Dual Core,Yes,512 GB,8 GB,DDR4,N4020,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,,11ac 2x2,v5.1,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",,,,,1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,4.1,"₹23,990"
0,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,,No,Intel,Celeron Dual Core,No,,4 GB,LPDDR4X,N4500,Intel Integrated UHD,,eMMC,Chrome,,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,,Wi-Fi 6 (802.11ax),v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,Chiclet Keyboard,No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,272.0,3.8,"₹13,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FLIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,16 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,,"Wi-Fi 6, 802.11ax 2x2",v5.2,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",,,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,4,"₹39,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 9 hours and 30 minutes,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Upt o 4.00 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,4.3,"₹40,599"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,Intel Wireless Wi-Fi 6 AX101,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.5 GHz upto Max Turbo Frequency 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,275.0,4.3,"₹53,990"
0,"Laptop, Power Adapter, Warranty Documents, User Manual",14IAH8,83BF000UIN,14IAH8,IdeaPad Slim 5,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,12450H,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, IPS 300nits Glossy, 45% NTSC, TUV Low Blue Light, Glass",Yes,Yes,,"Wi-Fi 6, 11ax 2x2",v5.1,312 x 221 x 17.9 mm,1.46 Kg,Not Available,Full HD 1080p with Privacy Shutter,"Backlit, English",Yes,,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,Max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,4.1,"₹57,990"
0,"Laptop, Power adapter",Modern 14 C13M-436IN,9S7-14J112-436,Modern 14 C13M-436IN,Modern 14,Classic Black,Thin and Light Laptop,"Processing & Multitasking, Entertainment",,65W adapter,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1335U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),Single backlight Keyboard(White),Yes,,,,1 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,3 cell,Base frequency 0.9 GHz upto Max Turbo Frequency 4.6 GHz,1 x HDMI,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,4.3,"₹45,890"
0,"Laptop, Warranty Card, Certificate of Conformity, Instruction manual, Silicon Thermal Pad",A10204900072,A10204900071,EVOL,Evol P15,Mist White,Gaming Laptop,Gaming,Upto 3 Hours,,No,Intel,Core i7,Yes,512 GB,16 GB,DDR5,13620H,NVIDIA GeForce RTX 4060,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen1,1 x USB 3.2 Gen2, 1 x USB 3.2 Gen2 Type C ,1 x USB 2.0",No,39.62 cm (15.6 Inch),2560 x 1600 Pixel,Quad HD LCD Display,High Deginition Speaker,Monaural microphone,,Wireless 802.11 a/b/g,v5.3,360 X 249 X 25.9 mm,2.4 Kg,Not Available,1.0 Megapixel,Illuminated Keyboard,,,,,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,Max turbo frequency at 4.90 Ghz,1 x HDMI Port,13th Gen,Upto 64 GB,,,,,,,,,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,278.0,4.5,"₹83,990"
0,"Laptop, battery, power adapter, user guide",15a- na0012TU,743A1PA#ACJ,15a- na0012TU,Chromebook,Forest Teal,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Dual Core,No,,4 GB,LPDDR4X,N4500,Intel Integrated UHD,,eMMC,Chrome,,"2 x SuperSpeed USB Type-C 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1366 x 768 Pixel,"HD, micro-edge, anti-glare, Brightness- 250 nits, Color Gamut- 45% NTSC, Screen to body ratio- 80.49%",Build-in Dual Speakers,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,,1.07 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, jet black keyboard with numeric keypad",No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,2 cell,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,279.0,3.9,"₹16,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5330TU|15-fd0111TU,9D3P0PA#ACJ|A47CYPA,15s-fq5330TU,,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",No,39.62 cm (15.6 inch),1920 X 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Up to 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,4.2,"₹50,490"
0,1 Unit Laptop,15W_LAP02,15W_LAP02,AXL Vayu Book,,Dark Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",5-8 hour,,No,Intel,Celeron Dual Core,Yes,256 GB,4 GB,DDR4,,NA,,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920*1080 pixel,,,,,,yes,,,Not Available,,,,,,,1 Year,On site,Manufacturing defects,Physical damage,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,3.6,"₹16,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A3SP14-31PT-3554,NX.KENSI.004,A3SP14-31PT,Aspire 3 Spin 14,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,LPDDR5,N305,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB Type-C port with DC-in, 2 x USB 3.2 port",Yes,35.56 cm (14 inch),1920 x 1200 Pixel,"Full HD, TFT, LCD",Yes,Yes,,WIFI6+BT - 1x1 AX,v5.2,319.8 x 227.9 x 18.9 mm,1.54 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,80-/81-/84-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Up to 3.8 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,4.1,"₹41,990"
